t_bar,t_sd,x_mean_bar,x_mean_sd,y_mean_bar,y_mean_sd,z_mean_bar,z_mean_sd,x_var_bar,x_var_sd,y_var_bar,y_var_sd,z_var_bar,z_var_sd,t_max,t_min,x_mean_max,x_mean_min,y_mean_max,y_mean_min,z_mean_max,z_mean_min,x_var_max,x_var_min,y_var_max,y_var_min,z_var_max,z_var_min,x_max,x_min,y_max,y_min,z_max,z_min
2.5,1.5957118462605635,0.3390840749463151,0.27095126265885267,0.36336267777596204,0.13913412445533585,0.2977753151150885,0.13713368339007415,0.00039757875737510246,0.00016090118637426698,0.005048377004827796,0.0024898372595983133,0.004714749788523607,0.0028245046707761697,5.0,0.0,1.000560925300835,0.12248582431991617,0.45344643342957414,-0.00027517221310863584,0.4508520212766947,0.0002723201398943646,0.000601645381182602,5.567552176070192e-07,0.007685109247879483,1.1922497090931345e-06,0.008376419913730709,8.831567041158847e-07,1.0020958084805751,0.08956163661349748,0.6453822969238395,-0.002723713929869641,0.6041673434645511,-0.0015849886045637158
