k12,k12_sd,k21,k21_sd,ke,ke_sd,c_x_y,c_x_z,c_x_k12,c_x_k21,c_x_ke,c_y_z,c_y_k12,c_y_k21,c_y_ke,c_z_k12,c_z_k21,c_z_ke,c_k12_k21,c_k12_ke,c_k21_ke
-0.7296295336034919,0.20744339992807279,-1.6191792336614224,0.20274044413940495,-1.202775244683488,0.10096948225396972,-0.9434927352500048,0.6314948156084962,-0.9505999499677448,0.5312039329435077,0.44722277193539733,-0.8527659373850156,0.9952599105589732,-0.49285906716449346,-0.7181946001296171,-0.8304658086322996,0.3160453353591127,0.9755579551188323,-0.4278796266997366,-0.6902153025179761,0.22329141261049237
