dose,t,X,X_var,Y,Y_var,Z,Z_var
6.5,0.0,6.40455436706543,0.03323374688625336,0.055893003940582275,0.03556734323501587,0.004866093397140503,0.03322947025299072
6.5,0.005005005005005005,6.380025386810303,0.03263048827648163,0.07159239053726196,0.03579336404800415,0.004375487565994263,0.03235501050949097
6.5,0.01001001001001001,6.355665683746338,0.032044366002082825,0.08715707063674927,0.0359988808631897,0.013548403978347778,0.03148680925369263
6.5,0.015015015015015015,6.331472396850586,0.031474605202674866,0.10259348154067993,0.03618723154067993,0.02265802025794983,0.03062540292739868
6.5,0.02002002002002002,6.307441711425781,0.03092135488986969,0.11790305376052856,0.03635770082473755,0.031702667474746704,0.029770612716674805
6.5,0.025025025025025023,6.283566474914551,0.030383393168449402,0.13309413194656372,0.036511242389678955,0.04068925976753235,0.028922319412231445
6.5,0.03003003003003003,6.25984525680542,0.029860511422157288,0.1481683850288391,0.036648333072662354,0.049618273973464966,0.02808070182800293
6.5,0.035035035035035036,6.236275672912598,0.02935253083705902,0.16313058137893677,0.03677088022232056,0.058492809534072876,0.02724587917327881
6.5,0.04004004004004004,6.212851047515869,0.02885882556438446,0.17798596620559692,0.03687983751296997,0.06731560826301575,0.02641773223876953
6.5,0.04504504504504504,6.18956995010376,0.028379037976264954,0.1927366852760315,0.036973774433135986,0.0760888159275055,0.025596201419830322
6.5,0.050050050050050046,6.166428565979004,0.027912572026252747,0.20738917589187622,0.037055790424346924,0.08481457829475403,0.024781465530395508
6.5,0.055055055055055056,6.143424034118652,0.027458831667900085,0.2219429612159729,0.03712564706802368,0.09349563717842102,0.023973584175109863
6.5,0.06006006006006006,6.1205525398254395,0.027018174529075623,0.236406147480011,0.037184298038482666,0.10213437676429749,0.023173093795776367
6.5,0.06506506506506507,6.097809314727783,0.026589766144752502,0.2507792115211487,0.03723245859146118,0.11073198914527893,0.022378921508789062
6.5,0.07007007007007007,6.075192928314209,0.02617277204990387,0.2650671601295471,0.03727060556411743,0.11929145455360413,0.021591782569885254
6.5,0.07507507507507508,6.052700996398926,0.02576710283756256,0.2792733311653137,0.03730040788650513,0.12781408429145813,0.02081155776977539
6.5,0.08008008008008008,6.030328750610352,0.02537284791469574,0.2933998703956604,0.03732091188430786,0.13630273938179016,0.020038485527038574
6.5,0.08508508508508508,6.008074760437012,0.024989053606987,0.3074494004249573,0.03733426332473755,0.14475765824317932,0.0192720890045166
6.5,0.09009009009009009,5.985936641693115,0.024615630507469177,0.3214262127876282,0.03734022378921509,0.15318217873573303,0.018512964248657227
6.5,0.09509509509509509,5.9639105796813965,0.024252042174339294,0.3353329300880432,0.03733950853347778,0.1615774929523468,0.0177609920501709
6.5,0.10010010010010009,5.9419941902160645,0.023897960782051086,0.3491707444190979,0.03733402490615845,0.1699446737766266,0.017015933990478516
6.5,0.10510510510510511,5.9201884269714355,0.02355317771434784,0.36294394731521606,0.037322819232940674,0.1782865822315216,0.01627802848815918
6.5,0.11011011011011011,5.898486137390137,0.0232173353433609,0.3766527771949768,0.03730684518814087,0.18660226464271545,0.015547394752502441
6.5,0.11511511511511512,5.87688684463501,0.02289004623889923,0.39030271768569946,0.037287771701812744,0.1948958933353424,0.014823853969573975
6.5,0.12012012012012012,5.855389595031738,0.02257116138935089,0.4038920998573303,0.0372653603553772,0.20316603779792786,0.014107227325439453
6.5,0.12512512512512514,5.833990097045898,0.02225993573665619,0.4174264073371887,0.03724008798599243,0.21141687035560608,0.013398289680480957
6.5,0.13013013013013014,5.812689304351807,0.021956488490104675,0.43090564012527466,0.037213146686553955,0.21964779496192932,0.012696146965026855
6.5,0.13513513513513514,5.791482448577881,0.02166043221950531,0.44433194398880005,0.03718453645706177,0.22785940766334534,0.012001395225524902
6.5,0.14014014014014015,5.7703704833984375,0.021371349692344666,0.457707941532135,0.03715449571609497,0.23605456948280334,0.011313915252685547
6.5,0.14514514514514515,5.749347686767578,0.02108915150165558,0.47103506326675415,0.03712421655654907,0.24423304200172424,0.010633468627929688
6.5,0.15015015015015015,5.728417873382568,0.020813480019569397,0.4843140244483948,0.03709369897842407,0.25239601731300354,0.009960532188415527
6.5,0.15515515515515516,5.707573890686035,0.02054394781589508,0.4975460171699524,0.03706389665603638,0.26054421067237854,0.009294748306274414
6.5,0.16016016016016016,5.6868181228637695,0.020280763506889343,0.5107329487800598,0.03703552484512329,0.2686789333820343,0.008636295795440674
6.5,0.16516516516516516,5.666147232055664,0.020022794604301453,0.5238779187202454,0.03700810670852661,0.2767999470233917,0.007985115051269531
6.5,0.17017017017017017,5.645561695098877,0.019770726561546326,0.5369802117347717,0.036982834339141846,0.28490975499153137,0.007341265678405762
6.5,0.17517517517517517,5.625056266784668,0.01952396333217621,0.550040066242218,0.03695946931838989,0.2930068075656891,0.006704747676849365
6.5,0.18018018018018017,5.6046342849731445,0.019281968474388123,0.5630601048469543,0.03693896532058716,0.30109313130378723,0.006075561046600342
6.5,0.18518518518518517,5.584290504455566,0.019045069813728333,0.5760415196418762,0.036921799182891846,0.3091687262058258,0.005453705787658691
6.5,0.19019019019019018,5.564027786254883,0.01881249248981476,0.5889847874641418,0.03690844774246216,0.3172345459461212,0.0048389434814453125
6.5,0.19519519519519518,5.54384183883667,0.01858474314212799,0.6018889546394348,0.036898672580718994,0.32529035210609436,0.004231572151184082
6.5,0.20020020020020018,5.523733139038086,0.01836089789867401,0.6147566437721252,0.03689223527908325,0.33333733677864075,0.0036318302154541016
6.5,0.20520520520520522,5.503700256347656,0.018141373991966248,0.6275873780250549,0.03689032793045044,0.3413750231266022,0.003039121627807617
