dose_max,dose_min,t_max,t_min,x_mean_max,x_mean_min,y_mean_max,y_mean_min,z_mean_max,z_mean_min,x_var_max,x_var_min,y_var_max,y_var_min,z_var_max,z_var_min
50.0,1.0,5.0,0.0,50.000044608521016,0.12064829245069353,21.52365697948207,-5.620340074450335e-05,23.763722485169186,-7.434488183218658e-05,3.417760481993689,9.342218360670811e-07,15.31805112869614,9.147135095602446e-07,12.050108588971973,9.175905289094214e-07
