0 ,0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
100 ,-9.68298e-02, -5.04165e-04, -1.34847e-02, -2.37626e-02, -9.89484e-02, -4.25132e-02, 1.04040e-02, -7.75528e-02, -9.38128e-02, 1.97066e-02, -8.83758e-02, -2.88313e-02, 3.78587e-02, -1.03334e-01, 2.04014e-02, -3.84178e-02, -4.24021e-02, -9.01927e-02, -1.46568e-02, -5.38846e-02, -4.97943e-02
200 ,-1.72893e-01, -6.59944e-02, -7.07623e-02, -9.78660e-02, -1.79701e-01, -1.03916e-01, -5.87305e-02, -1.48835e-01, -1.65163e-01, -5.15879e-02, -1.59960e-01, -1.00162e-01, -3.10131e-02, -1.75951e-01, -5.08933e-02, -1.09747e-01, -1.13734e-01, -1.60749e-01, -8.59812e-02, -1.25195e-01, -1.21119e-01
300 ,-2.39986e-01, -1.27434e-01, -1.31493e-01, -1.70585e-01, -2.49471e-01, -1.63691e-01, -1.28603e-01, -2.18683e-01, -2.34085e-01, -1.21975e-01, -2.28508e-01, -1.70037e-01, -9.78321e-02, -2.47099e-01, -1.20751e-01, -1.79641e-01, -1.83623e-01, -2.30027e-01, -1.55846e-01, -1.95138e-01, -1.90974e-01
400 ,-3.02427e-01, -1.84426e-01, -1.91289e-01, -2.40123e-01, -3.14114e-01, -2.16999e-01, -1.93865e-01, -2.82983e-01, -2.96404e-01, -1.87667e-01, -2.91205e-01, -2.34591e-01, -1.60361e-01, -3.12671e-01, -1.86275e-01, -2.44056e-01, -2.47993e-01, -2.95255e-01, -2.20316e-01, -2.60707e-01, -2.56438e-01
500 ,-3.24057e-01, -1.88074e-01, -1.99769e-01, -2.59227e-01, -3.43979e-01, -1.87776e-01, -1.88616e-01, -2.75096e-01, -2.86144e-01, -1.83273e-01, -2.95789e-01, -2.27902e-01, -1.53678e-01, -3.08272e-01, -1.96179e-01, -2.36825e-01, -2.40112e-01, -3.03410e-01, -2.13590e-01, -2.70814e-01, -2.66083e-01
600 ,-3.27702e-01, -2.26833e-01, -2.25685e-01, -2.14049e-01, -3.52246e-01, -2.19888e-01, -1.36904e-01, -2.70222e-01, -3.10789e-01, -1.11737e-01, -3.23010e-01, -2.23455e-01, -1.45850e-01, -3.12394e-01, -1.94166e-01, -2.32168e-01, -2.35382e-01, -3.01077e-01, -2.08610e-01, -2.69356e-01, -2.63883e-01
700 ,-3.54964e-01, -2.64828e-01, -2.74576e-01, -1.91334e-01, -3.79129e-01, -2.53467e-01, -2.26535e-02, -2.64720e-01, -3.43260e-01, 1.32058e-03, -3.55343e-01, -2.18974e-01, -1.38518e-01, -3.30272e-01, -1.90996e-01, -2.26618e-01, -2.31217e-01, -2.96995e-01, -2.03875e-01, -2.66327e-01, -2.61098e-01
800 ,-3.59133e-01, -2.40096e-01, -3.05667e-01, -2.21947e-01, -3.90336e-01, -2.24774e-01, -6.23272e-03, -2.59022e-01, -3.36591e-01, 8.59433e-03, -3.49875e-01, -2.15691e-01, -1.10866e-01, -3.60305e-01, -1.86709e-01, -2.22519e-01, -2.27625e-01, -2.87375e-01, -1.98245e-01, -2.64627e-01, -2.56584e-01
900 ,-3.63666e-01, -2.08458e-01, -3.31489e-01, -2.53034e-01, -4.05314e-01, -1.86445e-01, 3.37823e-03, -2.52700e-01, -3.29173e-01, 9.06451e-03, -3.43429e-01, -2.12417e-01, -7.80316e-02, -3.95421e-01, -1.81649e-01, -2.18534e-01, -2.23931e-01, -2.75298e-01, -1.91342e-01, -2.63359e-01, -2.50810e-01
1000 ,-3.68534e-01, -1.90135e-01, -3.52306e-01, -2.80577e-01, -4.22008e-01, -1.59969e-01, 2.01157e-02, -2.47445e-01, -3.29847e-01, 1.96487e-02, -3.43847e-01, -2.10080e-01, -4.94340e-02, -4.31133e-01, -1.77268e-01, -2.15803e-01, -2.21146e-01, -2.64735e-01, -1.84897e-01, -2.62765e-01, -2.45379e-01
1100 ,-3.73323e-01, -1.77567e-01, -3.68762e-01, -3.02431e-01, -4.38584e-01, -1.39363e-01, 3.82104e-02, -2.43142e-01, -3.32496e-01, 3.45557e-02, -3.45631e-01, -2.08501e-01, -2.64125e-02, -4.63943e-01, -1.73734e-01, -2.14032e-01, -2.19213e-01, -2.56102e-01, -1.78936e-01, -2.62686e-01, -2.40692e-01
1200 ,-3.78083e-01, -1.64693e-01, -3.83014e-01, -3.19706e-01, -4.55402e-01, -1.18079e-01, 5.60287e-02, -2.39287e-01, -3.33959e-01, 5.10069e-02, -3.46429e-01, -2.07459e-01, -7.35846e-03, -4.94796e-01, -1.70780e-01, -2.12794e-01, -2.17976e-01, -2.48733e-01, -1.73380e-01, -2.62819e-01, -2.36580e-01
1300 ,-3.82921e-01, -1.51645e-01, -3.95679e-01, -3.32554e-01, -4.72384e-01, -9.63940e-02, 7.41797e-02, -2.36156e-01, -3.34937e-01, 7.01981e-02, -3.47024e-01, -2.07152e-01, 7.83506e-03, -5.23473e-01, -1.68798e-01, -2.12443e-01, -2.17620e-01, -2.43186e-01, -1.68650e-01, -2.63542e-01, -2.33586e-01
1400 ,-3.87752e-01, -1.36540e-01, -4.07690e-01, -3.40226e-01, -4.89192e-01, -7.33010e-02, 9.18055e-02, -2.33349e-01, -3.34906e-01, 9.08803e-02, -3.47130e-01, -2.07142e-01, 2.00888e-02, -5.49568e-01, -1.67495e-01, -2.12497e-01, -2.17564e-01, -2.39102e-01, -1.64130e-01, -2.64479e-01, -2.31407e-01
1500 ,-3.92336e-01, -1.20795e-01, -4.19633e-01, -3.43868e-01, -5.05603e-01, -4.98712e-02, 1.08731e-01, -2.30458e-01, -3.34179e-01, 1.12419e-01, -3.46896e-01, -2.07196e-01, 3.02214e-02, -5.73216e-01, -1.66456e-01, -2.12521e-01, -2.17656e-01, -2.35985e-01, -1.59844e-01, -2.65084e-01, -2.29652e-01
1600 ,-3.96563e-01, -1.07524e-01, -4.32082e-01, -3.43736e-01, -5.21563e-01, -2.92855e-02, 1.24766e-01, -2.27525e-01, -3.34075e-01, 1.34112e-01, -3.46894e-01, -2.07140e-01, 3.88038e-02, -5.94607e-01, -1.65773e-01, -2.12523e-01, -2.17565e-01, -2.33907e-01, -1.55786e-01, -2.65451e-01, -2.28464e-01
1700 ,-4.00051e-01, -9.72164e-02, -4.46660e-01, -3.38632e-01, -5.36741e-01, -1.14528e-02, 1.36945e-01, -2.24532e-01, -3.34540e-01, 1.50309e-01, -3.46989e-01, -2.07148e-01, 4.63733e-02, -6.14275e-01, -1.65404e-01, -2.12572e-01, -2.17580e-01, -2.32777e-01, -1.52234e-01, -2.65629e-01, -2.27826e-01
1800 ,-4.03287e-01, -9.35738e-02, -4.63304e-01, -3.30841e-01, -5.51717e-01, -1.26445e-04, 1.47018e-01, -2.21460e-01, -3.36762e-01, 1.63118e-01, -3.47128e-01, -2.07066e-01, 5.38566e-02, -6.32857e-01, -1.65289e-01, -2.12563e-01, -2.17455e-01, -2.32412e-01, -1.48687e-01, -2.65687e-01, -2.27626e-01
1900 ,-4.06483e-01, -9.22401e-02, -4.82666e-01, -3.20710e-01, -5.66415e-01, -1.33262e-05, 1.53926e-01, -2.18202e-01, -3.39317e-01, 1.70338e-01, -3.47131e-01, -2.07157e-01, 6.15518e-02, -6.50883e-01, -1.65287e-01, -2.12593e-01, -2.17594e-01, -2.32403e-01, -1.45458e-01, -2.65688e-01, -2.27622e-01
