0 ,0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
100 ,-9.67643e-02, -2.30632e-03, -1.95283e-02, -4.56346e-02, -9.88803e-02, -4.14097e-02, 1.11859e-02, -7.97626e-02, -9.38163e-02, 2.05305e-02, -8.71609e-02, -3.88150e-02, 3.73797e-02, -1.02705e-01, 2.16896e-02, -2.84587e-02, -3.65991e-02, -8.33083e-02, -1.32781e-02, -6.02714e-02, -3.67347e-02
200 ,-1.73065e-01, -7.11065e-02, -7.77326e-02, -1.20705e-01, -1.79804e-01, -1.02726e-01, -5.88263e-02, -1.51866e-01, -1.65959e-01, -5.15465e-02, -1.59485e-01, -1.10967e-01, -3.18511e-02, -1.76700e-01, -5.03813e-02, -1.00584e-01, -1.08729e-01, -1.54675e-01, -8.53922e-02, -1.32402e-01, -1.08850e-01
300 ,-2.38962e-01, -1.29457e-01, -1.35934e-01, -1.91104e-01, -2.48485e-01, -1.59368e-01, -1.26277e-01, -2.19309e-01, -2.32385e-01, -1.19553e-01, -2.25613e-01, -1.78456e-01, -9.59414e-02, -2.45646e-01, -1.17759e-01, -1.68025e-01, -1.76162e-01, -2.21497e-01, -1.52782e-01, -1.99898e-01, -1.76249e-01
400 ,-2.71609e-01, -1.41062e-01, -1.50743e-01, -2.18727e-01, -2.86487e-01, -1.67828e-01, -1.51237e-01, -2.43221e-01, -2.52825e-01, -1.46152e-01, -2.45357e-01, -2.02452e-01, -1.18291e-01, -2.70470e-01, -1.41708e-01, -1.92018e-01, -2.00165e-01, -2.44378e-01, -1.76623e-01, -2.24110e-01, -2.00083e-01
500 ,-2.77005e-01, -1.78729e-01, -1.63434e-01, -1.86569e-01, -2.97498e-01, -2.02632e-01, -1.18226e-01, -2.43057e-01, -2.78921e-01, -1.00842e-01, -2.75219e-01, -2.02454e-01, -1.14991e-01, -2.75988e-01, -1.41162e-01, -1.92022e-01, -2.00168e-01, -2.43629e-01, -1.75795e-01, -2.24732e-01, -1.99170e-01
600 ,-3.03623e-01, -2.36644e-01, -2.16617e-01, -1.56826e-01, -3.24451e-01, -2.57977e-01, 1.08203e-02, -2.45110e-01, -3.26661e-01, 1.60622e-02, -3.26810e-01, -2.02182e-01, -1.05343e-01, -2.94228e-01, -1.36376e-01, -1.94700e-01, -1.96395e-01, -2.46624e-01, -1.71746e-01, -2.26136e-01, -1.95217e-01
700 ,-3.45865e-01, -2.82852e-01, -2.52785e-01, -2.10443e-01, -3.64669e-01, -3.07345e-01, 1.07306e-01, -2.43718e-01, -3.73405e-01, 1.04763e-01, -3.79022e-01, -2.02789e-01, -1.04966e-01, -3.24047e-01, -1.39414e-01, -1.93844e-01, -1.92459e-01, -2.45670e-01, -1.68639e-01, -2.25675e-01, -1.92154e-01
800 ,-3.46080e-01, -2.31385e-01, -3.04545e-01, -2.12176e-01, -3.71967e-01, -2.54139e-01, 8.62526e-02, -2.42038e-01, -3.47330e-01, 7.02074e-02, -3.51511e-01, -2.03153e-01, -8.41730e-02, -3.65793e-01, -1.36728e-01, -1.94294e-01, -1.92667e-01, -2.41088e-01, -1.65510e-01, -2.27856e-01, -1.89369e-01
900 ,-3.46717e-01, -1.76413e-01, -3.43389e-01, -2.28157e-01, -3.83795e-01, -1.94377e-01, 7.33882e-02, -2.39160e-01, -3.26364e-01, 4.48733e-02, -3.29442e-01, -2.03160e-01, -5.66274e-02, -4.06138e-01, -1.32752e-01, -1.94292e-01, -1.92689e-01, -2.33146e-01, -1.60952e-01, -2.30715e-01, -1.84938e-01
1000 ,-3.50074e-01, -1.49114e-01, -3.70270e-01, -2.53369e-01, -4.00204e-01, -1.58504e-01, 8.31942e-02, -2.36121e-01, -3.23961e-01, 4.64794e-02, -3.27138e-01, -2.03204e-01, -3.09029e-02, -4.45977e-01, -1.28759e-01, -1.94289e-01, -1.92797e-01, -2.25044e-01, -1.55879e-01, -2.33526e-01, -1.80207e-01
1100 ,-3.54499e-01, -1.35173e-01, -3.90274e-01, -2.74138e-01, -4.17664e-01, -1.34438e-01, 9.98107e-02, -2.33188e-01, -3.27027e-01, 5.92279e-02, -3.30254e-01, -2.03200e-01, -9.78808e-03, -4.82657e-01, -1.25175e-01, -1.94295e-01, -1.92810e-01, -2.18077e-01, -1.50532e-01, -2.35834e-01, -1.75555e-01
1200 ,-3.59362e-01, -1.23827e-01, -4.07381e-01, -2.89982e-01, -4.35709e-01, -1.12209e-01, 1.18476e-01, -2.30154e-01, -3.30256e-01, 7.68950e-02, -3.33278e-01, -2.03293e-01, 8.19357e-03, -5.17597e-01, -1.21891e-01, -1.94243e-01, -1.92992e-01, -2.11926e-01, -1.44900e-01, -2.37788e-01, -1.70926e-01
1300 ,-3.64121e-01, -1.12293e-01, -4.22793e-01, -3.00744e-01, -4.53560e-01, -9.02276e-02, 1.36729e-01, -2.27036e-01, -3.32392e-01, 9.62559e-02, -3.35087e-01, -2.03364e-01, 2.33442e-02, -5.50168e-01, -1.19040e-01, -1.94187e-01, -1.93146e-01, -2.06672e-01, -1.39231e-01, -2.39278e-01, -1.66755e-01
1400 ,-3.68468e-01, -1.00574e-01, -4.37373e-01, -3.07313e-01, -4.70819e-01, -6.88659e-02, 1.53169e-01, -2.23868e-01, -3.33634e-01, 1.14982e-01, -3.36008e-01, -2.03377e-01, 3.59577e-02, -5.79964e-01, -1.16804e-01, -1.94175e-01, -1.93168e-01, -2.02388e-01, -1.33828e-01, -2.40361e-01, -1.63320e-01
1500 ,-3.72601e-01, -8.98765e-02, -4.52142e-01, -3.09549e-01, -4.87659e-01, -4.90496e-02, 1.68636e-01, -2.20558e-01, -3.34746e-01, 1.33721e-01, -3.36682e-01, -2.03490e-01, 4.68750e-02, -6.07836e-01, -1.15085e-01, -1.94095e-01, -1.93349e-01, -1.99050e-01, -1.28553e-01, -2.41140e-01, -1.60625e-01
1600 ,-3.76374e-01, -8.30707e-02, -4.68118e-01, -3.07231e-01, -5.03955e-01, -3.37489e-02, 1.82176e-01, -2.17224e-01, -3.36582e-01, 1.50346e-01, -3.37486e-01, -2.03431e-01, 5.65986e-02, -6.33795e-01, -1.13863e-01, -1.94086e-01, -1.93251e-01, -1.96643e-01, -1.23501e-01, -2.41690e-01, -1.58702e-01
1700 ,-3.79944e-01, -7.93387e-02, -4.86159e-01, -3.00833e-01, -5.19817e-01, -2.20028e-02, 1.93287e-01, -2.13703e-01, -3.38970e-01, 1.63256e-01, -3.38213e-01, -2.03406e-01, 6.59897e-02, -6.58197e-01, -1.12993e-01, -1.94021e-01, -1.93208e-01, -1.94913e-01, -1.18532e-01, -2.42063e-01, -1.57379e-01
1800 ,-3.83487e-01, -7.97795e-02, -5.06635e-01, -2.91369e-01, -5.35421e-01, -1.36317e-02, 2.01688e-01, -2.10085e-01, -3.41974e-01, 1.71720e-01, -3.38825e-01, -2.03387e-01, 7.52572e-02, -6.81346e-01, -1.12436e-01, -1.94103e-01, -1.93193e-01, -1.93754e-01, -1.14019e-01, -2.42301e-01, -1.56524e-01
1900 ,-3.87625e-01, -8.31246e-02, -5.28403e-01, -2.82601e-01, -5.51181e-01, -8.58161e-03, 2.09185e-01, -2.06325e-01, -3.45803e-01, 1.78440e-01, -3.39303e-01, -2.03256e-01, 8.53658e-02, -7.03213e-01, -1.12085e-01, -1.94127e-01, -1.93007e-01, -1.92979e-01, -1.09243e-01, -2.42471e-01, -1.56000e-01
