0 ,0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
100 ,-9.67633e-02, -6.41213e-02, -7.85391e-03, -4.53295e-02, -9.89138e-02, -2.20562e-02, 1.06816e-02, -7.74958e-02, -9.41918e-02, 1.99818e-02, -8.81569e-02, -3.35367e-02, 4.04213e-02, -1.03681e-01, 1.19052e-02, -3.75952e-02, -3.92233e-02, -9.10609e-02, -1.43251e-02, -4.93403e-02, -4.45712e-02
200 ,-1.72971e-01, -1.28741e-01, -6.46258e-02, -1.19860e-01, -1.79551e-01, -8.65690e-02, -5.92004e-02, -1.48918e-01, -1.65212e-01, -5.15921e-02, -1.59323e-01, -1.04987e-01, -2.17743e-02, -1.76927e-01, -5.95409e-02, -1.09043e-01, -1.10674e-01, -1.62155e-01, -8.57697e-02, -1.20797e-01, -1.16020e-01
300 ,-2.37437e-01, -1.82693e-01, -1.19330e-01, -1.87900e-01, -2.46555e-01, -1.42282e-01, -1.24165e-01, -2.13478e-01, -2.27494e-01, -1.16988e-01, -2.22234e-01, -1.69555e-01, -8.07387e-02, -2.43029e-01, -1.24099e-01, -1.73612e-01, -1.75238e-01, -2.26411e-01, -1.50323e-01, -1.85373e-01, -1.80578e-01
400 ,-2.72575e-01, -1.96149e-01, -1.37416e-01, -2.20577e-01, -2.86023e-01, -1.55396e-01, -1.52983e-01, -2.40938e-01, -2.48594e-01, -1.48080e-01, -2.44707e-01, -1.97118e-01, -1.05969e-01, -2.71370e-01, -1.51629e-01, -2.01153e-01, -2.02775e-01, -2.53133e-01, -1.77839e-01, -2.12941e-01, -2.08099e-01
500 ,-2.76138e-01, -2.32401e-01, -1.48195e-01, -1.96818e-01, -2.96958e-01, -1.89590e-01, -1.21665e-01, -2.40770e-01, -2.79836e-01, -1.04842e-01, -2.69351e-01, -1.97107e-01, -1.01848e-01, -2.76539e-01, -1.51555e-01, -2.01143e-01, -2.02758e-01, -2.52473e-01, -1.77673e-01, -2.13032e-01, -2.07982e-01
600 ,-2.96313e-01, -2.86576e-01, -1.97592e-01, -1.81028e-01, -3.19789e-01, -2.44132e-01, 7.69786e-03, -2.37392e-01, -3.33825e-01, 2.02291e-02, -3.13846e-01, -1.94133e-01, -9.19971e-02, -2.95830e-01, -1.48173e-01, -1.99059e-01, -1.99476e-01, -2.48757e-01, -1.74250e-01, -2.15311e-01, -2.04443e-01
700 ,-3.04999e-01, -2.74709e-01, -2.35988e-01, -2.28500e-01, -3.32281e-01, -2.35056e-01, 4.36615e-02, -2.36222e-01, -3.34032e-01, 4.56428e-02, -3.13924e-01, -1.94337e-01, -7.34453e-02, -3.32114e-01, -1.48185e-01, -1.99716e-01, -1.99528e-01, -2.45607e-01, -1.73796e-01, -2.16448e-01, -2.04245e-01
800 ,-3.06203e-01, -2.32855e-01, -2.64066e-01, -2.73587e-01, -3.43272e-01, -1.91970e-01, 3.36055e-02, -2.33240e-01, -3.09863e-01, 2.04684e-02, -2.93631e-01, -1.94337e-01, -4.02309e-02, -3.74894e-01, -1.47646e-01, -1.99726e-01, -1.99514e-01, -2.37168e-01, -1.72850e-01, -2.16968e-01, -2.03550e-01
900 ,-3.08455e-01, -2.16494e-01, -2.80380e-01, -3.19151e-01, -3.59114e-01, -1.67133e-01, 4.07324e-02, -2.30049e-01, -3.03776e-01, 1.80635e-02, -2.88955e-01, -1.94341e-01, -1.09463e-02, -4.16203e-01, -1.47087e-01, -1.99748e-01, -1.99505e-01, -2.28232e-01, -1.71552e-01, -2.17558e-01, -2.02690e-01
